ID,Year,Month,Day,Tsunami_Event,Earthquake_Event,Name,Location,Country,Latitude,Longitude,Elevation,Type,VEI,Agent,Deaths,Death_Description,Missing,Missing_Description,Injuries,Injuries_Description,Damage ,Damage_Description,Houses_Destroyed,Houses_Destroyed_Description,Total_Deaths,Total_Death_Description,Total_Missing,Total_Missing_Description,Total_Injuries,Total_Injuries_Description,Total_Damage,Total_Damage_Description,Total_Houses_Destroyed,Total_Houses_Destroyed_Description
596,1982,4,4,,,"Chichon, El",Mexico,Mexico,17.36,-93.228,1150,Tuff cone,5,P,33,1,0,,0,,0,0,0,0,33,1,0,0,0,0,0,0,0,
597,1982,5,17,,,Galunggung,Java,Indonesia,-7.25,108.05,2168,Stratovolcano,4,"I,T",68,2,0,,0,,15,3,0,0,68,2,0,0,0,0,15,3,0,
598,1982,5,27,,,"Chichon, El",Mexico,Mexico,17.36,-93.228,1150,Tuff cone,5,m,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
599,1983,3,8,,,Kliuchevskoi,Kamchatka,Russia,56.057,160.638,4835,Stratovolcano,2,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
600,1983,7,23,,,Colo [Una Una],Sulawesi-Indonesia,Indonesia,-0.17,121.608,507,Stratovolcano,4,,0,,0,,0,,0,2,0,3,0,0,0,0,0,0,0,2,0,3
601,1983,8,17,4702,,Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,1,W,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
602,1983,10,3,,4990,Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,2,0,
603,1984,8,15,,,Oku Volc Field,Africa-W,Cameroon,6.25,10.5,3011,Maar,,G,37,1,0,,0,,0,0,0,0,37,1,0,0,0,0,0,0,0,
604,1984,9,9,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,M,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
605,1984,9,14,,,On-take,Honshu-Japan,Japan,35.9,137.48,3063,Complex volcano,,A,29,1,0,,0,,0,0,0,0,29,1,0,0,0,0,0,0,0,
606,1984,10,16,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,3,S,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
607,1985,5,10,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,3,A,70,2,0,,0,,0,0,0,0,70,2,0,0,0,0,0,0,0,
608,1985,11,13,,,Ruiz,Colombia,Colombia,4.895,-75.322,5321,Stratovolcano,3,M,23080,4,0,,10000,4,0,0,0,0,23080,4,0,0,10000,4,0,0,0,
609,1985,12,19,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,1,S,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
610,1986,5,8,,,Akita-Yake-yama,Honshu-Japan,Japan,39.97,140.77,1366,Complex volcano,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
611,1986,7,24,,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
612,1986,8,21,,,Oku Volc Field,Africa-W,Cameroon,6.25,10.5,3011,Maar,3,G,1700,4,0,,300,3,0,0,0,0,1700,4,0,0,300,3,0,0,0,
613,1986,10,15,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2,M,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
614,1986,11,15,,,Oshima,Izu Is-Japan,Japan,34.73,139.38,758,Stratovolcano,3,I,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
615,1987,1,25,,,Pacaya,Guatemala,Guatemala,14.381,-90.601,2552,Complex volcano,3,,0,,0,,15,1,0,1,63,2,0,0,0,0,15,1,0,1,63,2
616,1987,4,17,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2,T,2,1,0,,7,1,0,0,0,0,2,1,0,0,7,1,0,0,0,
617,1987,12,1,,5150,Sirung,Lesser Sunda Is,Indonesia,-8.51,124.148,862,Complex volcano,,,0,,0,,0,,0,0,0,0,125,3,0,0,0,3,5,3,237,3
618,1988,5,9,,,Banda Api,Banda Sea,Pacific Ocean,-4.525,129.871,640,Caldera,3,"T,L",4,1,0,,0,,0,0,0,0,4,1,0,0,0,0,0,0,0,
619,1988,7,6,,,Arenal,Costa Rica,Costa Rica,10.463,-84.703,1657,Stratovolcano,3,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
620,1988,7,30,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,3,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
621,1988,12,25,,,Lonquimay,Chile-C,Chile,-38.377,-71.58,2865,Stratovolcano,3,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
622,1988,,,,,Akita-Yake-yama,Honshu-Japan,Japan,39.97,140.77,1366,Complex volcano,,I,3,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
623,1989,2,12,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
624,1989,8,26,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,,G,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
625,1990,2,2,,,Shiveluch,Kamchatka,Russia,56.653,161.36,3283,Stratovolcano,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
626,1990,2,10,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,4,"T,P",32,1,0,,0,,0,0,0,0,32,1,0,0,0,0,0,0,0,
627,1990,3,26,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
628,1990,4,18,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
629,1990,5,29,,,Sabancaya,Peru,Peru,-15.78,-71.85,5967,Stratovolcano,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
630,1990,6,24,,,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,,G,6,1,0,,0,,0,0,0,0,6,1,0,0,0,0,0,0,0,
631,1990,7,19,,,Santa Maria,Guatemala,Guatemala,14.756,-91.552,3772,Stratovolcano,3,T,4,1,0,,0,,0,0,0,0,4,1,0,0,0,0,0,0,0,
632,1990,10,19,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
633,1990,11,21,,,Nyiragongo,Africa-C,"Congo, DRC",-1.52,29.25,3470,Stratovolcano,,S,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
634,1990,11,25,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,,m,4,1,0,,0,,0,0,0,0,4,1,0,0,0,0,0,0,0,
635,1991,6,3,,,Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,1,P,43,1,0,,0,,0,0,0,0,43,1,0,0,0,0,0,0,0,
636,1991,6,15,,5292,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486,Stratovolcano,6,"P,m,I",350,3,0,,4,1,0,3,0,0,800,3,0,0,4,1,0,3,0,
637,1991,6,,,,Mutnovsky,Kamchatka,Russia,52.453,158.195,2322,Complex volcano,,I,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
638,1991,7,3,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,2,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
639,1991,8,8,,,"Hudson, Cerro",Chile-S,Chile,-45.9,-72.97,1905,Stratovolcano,5,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
640,1991,10,24,,,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1.358,124.792,1580,Stratovolcano,1,"T,P",1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
641,1991,12,14,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2,,0,,0,,0,,2.5,2,0,0,0,0,0,0,0,0,2.5,2,0,
642,1992,1,21,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,2,M,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
643,1992,3,18,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,,G,1,1,0,,2,1,0,0,0,0,1,1,0,0,2,1,0,0,0,
644,1992,4,10,,,"Negro, Cerro",Nicaragua,Nicaragua,12.506,-86.702,728,Cinder cone,3,"T,I",11,1,0,,50,1,3,2,0,1,11,1,0,0,50,1,3,2,0,1
645,1992,5,11,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,1,P,6,1,0,,1,1,0,0,0,0,6,1,0,0,1,1,0,0,0,
646,1992,7,5,,,Marapi,Sumatra,Indonesia,-0.381,100.473,2891,Complex volcano,2,T,1,1,0,,5,1,0,0,0,0,1,1,0,0,5,1,0,0,0,
647,1992,7,12,,,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486,Stratovolcano,1,m,6,1,0,,0,,0,0,0,0,6,1,0,0,0,0,0,0,0,
648,1992,9,17,,,Spurr,Alaska-SW,United States,61.3,-152.25,3374,Stratovolcano,4,I,1,1,0,,0,,2,2,0,0,1,1,0,0,0,0,2,2,0,
649,1992,,,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,3,T,3,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
650,1993,1,14,,,Galeras,Colombia,Colombia,1.22,-77.37,4276,Complex volcano,2,T,9,1,0,,0,,0,0,0,0,9,1,0,0,0,0,0,0,0,
651,1993,1,21,,,Wurlali,Banda Sea,Indonesia,-7.125,128.675,868,Stratovolcano,,m,1,1,0,,12,1,0,0,0,0,1,1,0,0,12,1,0,0,0,
652,1993,2,2,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2,P,75,2,0,,0,,0,0,0,0,75,2,0,0,0,0,0,0,0,
653,1993,3,12,,,Guagua Pichincha,Ecuador,Ecuador,-0.171,-78.598,4784,Stratovolcano,1,T,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
654,1993,4,19,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,,A,1,1,0,,22,1,0,0,0,0,1,1,0,0,22,1,0,0,0,
655,1993,6,13,,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,1,T,1,1,0,,5,1,0,0,0,0,1,1,0,0,5,1,0,0,0,
656,1993,6,23,,,Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,1,P,1,1,0,,0,,0,0,0,1,1,1,0,0,0,0,0,0,0,1
657,1993,6,26,,,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486,Stratovolcano,1,m,4,1,0,,0,,0,0,0,0,4,1,0,0,0,0,0,0,0,
658,1993,10,4,,,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486,Stratovolcano,,m,14,1,0,,0,,0,0,0,0,14,1,0,0,0,0,0,0,0,
659,1994,1,15,,,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361,Stratovolcano,3,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
660,1994,2,3,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,3,P,6,1,0,,0,,0,0,0,0,6,1,0,0,0,0,0,0,0,
661,1994,5,29,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,1,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
662,1994,6,6,,5387,Huila,Colombia,Colombia,2.92,-76.05,5365,Stratovolcano,,m,0,,0,,0,,0,0,0,0,650,3,0,0,0,0,2.4,2,200,3
663,1994,9,19,2229,,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,3,T,4,1,0,,0,,86,4,0,0,4,1,0,0,0,0,86,4,0,1
664,1994,11,3,,,Rinjani,Lesser Sunda Is,Indonesia,-8.42,116.47,3726,Stratovolcano,3,m,31,1,0,,0,,0,0,0,0,31,1,0,0,0,0,0,0,0,
665,1994,11,22,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,3,,60,2,0,,0,,0,0,0,0,60,2,0,0,0,0,0,0,0,
666,1995,2,4,,,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361,Stratovolcano,3,T,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
667,1995,2,11,,,Yake-dake,Honshu-Japan,Japan,36.22,137.58,2455,Stratovolcano,1,T,4,1,0,,0,,0,0,0,0,4,1,0,0,0,0,0,0,0,
668,1995,4,2,,,Fogo,Cape Verde Is,Cape Verde,14.95,-24.35,2829,Stratovolcano,2,,0,,0,,20,1,0,1,10,1,0,0,0,0,20,1,0,1,10,1
669,1995,4,7,,,Pacaya,Guatemala,Guatemala,14.381,-90.601,2552,Complex volcano,3,M,1,1,0,,0,,0,1,1,1,1,1,0,0,0,0,0,1,1,1
670,1995,5,15,,,Kelimutu,Lesser Sunda Is,Indonesia,-8.758,121.83,1640,Complex volcano,,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
671,1995,9,6,,,Parker,Mindanao-Philippines,Philippines,6.12,124.892,1824,Stratovolcano,,,60,2,0,,0,,0,2,300,3,60,2,0,0,0,0,0,2,300,3
672,1996,1,2,2392,,Karymsky,Kamchatka,Russia,54.05,159.43,1536,Stratovolcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
673,1996,4,30,,,Popocatepetl,Mexico,Mexico,19.023,-98.622,5426,Stratovolcano,3,,5,1,0,,0,,0,1,0,0,5,1,0,0,0,0,0,1,0,
674,1996,8,10,,,Kanlaon,Philippines-C,Philippines,10.412,123.132,2435,Stratovolcano,2,T,3,1,0,,18,1,0,0,0,0,3,1,0,0,18,1,0,0,0,
675,1996,9,27,,,Maderas,Nicaragua,Nicaragua,11.446,-85.515,1394,Stratovolcano,,m,6,1,0,,0,1,0,0,0,0,6,1,0,0,0,1,0,0,0,
676,1996,9,30,,,Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
677,1996,12,3,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,3,P,13,1,0,,29,1,0,0,0,0,13,1,0,0,29,1,0,0,0,
678,1997,1,14,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2,,6,1,0,,0,1,0,0,0,0,6,1,0,0,0,1,0,0,0,
679,1997,4,17,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,1,P,3,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
680,1997,6,25,,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,3,P,22,1,1,,0,,0,0,0,0,22,1,0,0,0,0,0,0,0,
681,1997,7,12,,,Hakkoda Group,Honshu-Japan,Japan,40.65,140.88,1585,Stratovolcano,,G,3,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
682,1997,8,1,,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,3,,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
683,1997,9,2,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,3,T,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
684,1997,9,15,,,Adatara,Honshu-Japan,Japan,37.62,140.28,1718,Stratovolcano,,G,4,1,0,,0,,0,0,0,0,4,1,0,0,0,0,0,0,0,
685,1997,11,23,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,,G,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
686,1997,12,26,2279,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
687,1998,4,28,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,,L,1,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
688,1998,7,,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,,m,10,1,0,,0,,0,0,0,0,10,1,0,0,0,0,0,0,0,
689,1998,10,30,,,San Cristobal,Nicaragua,Nicaragua,12.702,-87.004,1745,Stratovolcano,,m,1620,4,0,,0,,0,0,0,0,1620,4,0,0,0,0,0,0,0,
690,1999,1,20,2880,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
691,1999,5,21,,,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
692,1999,8,15,,,Shiveluch,Kamchatka,Russia,56.653,161.36,3283,Stratovolcano,4,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,
693,1999,10,5,,,Guagua Pichincha,Ecuador,Ecuador,-0.171,-78.598,4784,Stratovolcano,3,T,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
694,1999,10,16,,,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,3,T,1,1,0,,4,1,0,0,0,0,1,1,0,0,4,1,0,0,0,
695,2000,6,27,2340,5568,Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,2,,0,,0,,0,,0,1,0,0,1,1,0,0,0,3,0,1,0,
696,2000,7,27,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,3,T,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
697,2000,8,23,,,Arenal,Costa Rica,Costa Rica,10.463,-84.703,1657,Stratovolcano,3,P,2,1,0,,1,1,0,0,0,0,2,1,0,0,1,1,0,0,0,
698,2000,11,3,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,,G,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
699,2000,11,,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2,A,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
700,2001,5,14,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,3,,1,1,0,,0,,0,1,0,0,1,1,0,0,0,0,0,1,0,
701,2001,7,26,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2,,0,,0,,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,1
702,2001,8,5,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2,P,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
703,2001,10,20,,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
704,2002,1,3,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,3,M,0,,0,,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,1
705,2002,1,17,,,Nyiragongo,Africa-C,"Congo, DRC",-1.52,29.25,3470,Stratovolcano,1,,100,2,0,,400,3,0,3,0,3,100,2,0,0,0,3,0,3,0,3
706,2002,8,28,,5659,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,3,,0,,0,,32,1,0,2,0,2,0,0,0,0,32,1,0,2,0,2
707,2002,11,3,,,Reventador,Ecuador,Ecuador,-0.078,-77.656,3562,Stratovolcano,4,I,0,1,0,,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
708,2002,12,30,2923,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,,,0,,0,,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
709,2002,,,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,3,T,3,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
710,2003,7,12,2694,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
711,2004,1,29,,,Egon,Lesser Sunda Is,Indonesia,-8.67,122.45,1703,Stratovolcano,1,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
712,2004,6,8,,,Tengger Caldera,Java,Indonesia,-7.942,112.95,2329,Stratovolcano,2,T,2,1,0,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
713,2004,10,24,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,4,T,5,1,0,,0,,0,0,0,0,5,1,0,0,0,0,0,0,0,
714,2005,1,27,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,4,T,1,1,0,,14,1,0,0,0,0,1,1,0,0,14,1,0,0,0,
715,2005,10,1,,,Santa Ana,El Salvador,El Salvador,13.853,-89.63,2365,Stratovolcano,3,A,2,1,0,,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,
716,2005,11,24,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,,,0,1,0,,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,
717,2006,3,17,,,Raoul Island,Kermadec Is,New Zealand,-29.27,-177.92,516,Stratovolcano,,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
718,2006,5,20,2877,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,2,P,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
719,2006,6,7,,,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,2,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
720,2006,6,14,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,1,,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
721,2006,7,18,,,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,3,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
722,2006,8,17,,,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,3,T,5,1,0,2,13,1,0,3,0,3,6,1,0,2,0,2,0,3,0,3
723,2006,11,30,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,1,m,1266,4,0,,0,,0,1,0,0,1266,4,0,0,0,0,0,1,0,
724,2007,3,,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,4,M,4,1,0,,1,1,0,0,0,0,4,1,0,0,1,1,0,0,0,
725,2007,4,18,,,Huila,Colombia,Colombia,2.92,-76.05,5365,Stratovolcano,,,0,,0,,0,,0,2,0,1,0,0,0,0,0,0,0,2,0,1
726,2007,5,19,5758,,Ritter Island,New Guinea-NE of,Papua New Guinea,-5.52,148.121,140,Stratovolcano,1,"A,W",0,,0,,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,1
727,2007,7,7,,,Salak,Java,Indonesia,-6.72,106.73,2211,Stratovolcano,,G,6,1,0,,0,,0,0,0,0,6,1,0,0,0,0,0,0,0,
728,2007,9,30,,,"Tair, Jebel at",Red Sea,Yemen,15.7,41.742,244,Stratovolcano,,,7,1,0,,1,1,0,0,0,0,7,1,0,0,0,1,0,0,0,
729,2008,5,2,,,Chaiten,Chile-S,Chile,-42.833,-72.646,962,Caldera,,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
730,2008,8,8,3587,,Kasatochi,Aleutian Is,United States,52.18,-175.5,314,Stratovolcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
731,2008,8,22,,,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,3,M,2,1,0,,2,1,0,1,2,1,2,1,0,0,2,1,0,1,2,1
732,2008,11,20,,,Huila,Colombia,Colombia,2.92,-76.05,5365,Stratovolcano,,,10,1,0,1,0,1,0,0,0,0,10,1,0,1,0,1,0,0,0,
733,2009,3,23,,,Redoubt,Alaska-SW,United States,60.48,-152.75,3108,Stratovolcano,,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
734,2009,11,30,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,,,0,,0,,0,,0,2,0,0,0,0,0,0,0,0,0,2,0,
735,2010,1,,,,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
736,2010,3,31,,,Eyjafjallajokull,Iceland-S,Iceland,63.63,-19.62,1666,Stratovolcano,2,,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
737,2010,5,27,,,Pacaya,Guatemala,Guatemala,14.381,-90.601,2552,Complex volcano,1,T,1,1,3,1,0,,0,1,3,1,1,1,3,1,0,0,0,1,3,1
738,2010,5,29,4822,9172,Sarigan,Mariana Is-C Pacific,United States,16.708,145.78,538,Stratovolcano,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
739,2010,8,6,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,3,,4,1,0,,5,1,0,0,0,1,4,1,0,0,5,1,0,0,0,1
740,2010,8,30,,,Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,,,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
741,2010,10,26,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,,,367,3,0,,277,3,600,4,0,3,367,3,0,0,277,3,600,4,0,3
742,2010,11,,,,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
743,2010,12,28,,,Tengger Caldera,Java,Indonesia,-7.942,112.95,2329,Stratovolcano,,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,
744,2011,1,3,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,,M,1,1,0,,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,
745,2011,1,28,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,,,0,,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,
746,2011,2,23,,,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,2,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
747,2011,3,18,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
